item_id,item_id_hash,random_score,source_distribution,rng_seed,mapping_hash,source_protocol
134,dbe_134,0.2,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
135,dbe_135,0.6,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
136,dbe_136,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
137,dbe_137,0.2,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
138,dbe_138,0.2,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
139,dbe_139,0.6,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
140,dbe_140,0.6,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
141,dbe_141,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
142,dbe_142,0.6,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
143,dbe_143,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
179,dbe_179,0.2,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
180,dbe_180,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
181,dbe_181,0.2,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
182,dbe_182,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
183,dbe_183,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
184,dbe_184,0.6,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
185,dbe_185,0.1,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
186,dbe_186,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
187,dbe_187,0.2,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
188,dbe_188,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
189,dbe_189,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
190,dbe_190,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
191,dbe_191,0.6,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
192,dbe_192,0.4,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
193,dbe_193,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
194,dbe_194,0.1,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
195,dbe_195,0.4,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
196,dbe_196,0.2,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
197,dbe_197,0.4,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
198,dbe_198,0.6,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
199,dbe_199,0.4,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
201,dbe_201,0.6,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
202,dbe_202,0.4,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
203,dbe_203,0.7,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
204,dbe_204,0.4,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
205,dbe_205,0.6,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
206,dbe_206,0.2,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
207,dbe_207,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
214,dbe_214,0.3,gpt-4o-mini_scalar_difficulty,2024,249a15ef1355467b1da7074d9e6926d66df33fcda1afff399773694bccfedb0f,Random-ResampledScore=Random-Scalar;choice_with_replacement;mask_seed=2024
