slug,html_present,html_sha256,download_url,question_text_len,title_text_len,stem_text_len,stem_source,cleaned_text_len,has_latex,has_dynamic_vars,has_image_dep,has_graphie,graphie_only_no_question_text,has_multiple_choice,intelligible,duplicate_html_slugs,response_count,area,is_math_domain,eligible_for_llm
discount_tax_and_tip_word_problems,True,3db597c6e9a8037c6eed463135f0dc3d7851528f90d756518b4c354d0a152cbd,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/discount_tax_and_tip_word_problems.html,133,10.0,133.0,question_div,3338,True,True,True,True,False,False,True,0,13256,arithmetic,True,True
distance_between_point_and_line,True,c9b195d7b324a1ca79016ad008bcfa924d41e29518280db772af1a5c663c4ba9,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/distance_between_point_and_line.html,433,9.0,433.0,question_div,4474,True,True,True,True,False,False,True,0,1195,algebra,True,True
distance_formula,True,3ae363a53ac67a0208f5345be6b8ed3e8ed9536a9876e2d8e89cc9cfa724ffa3,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/distance_formula.html,492,4.0,492.0,question_div,1481,True,True,True,True,False,False,True,0,22542,algebra,True,True
distributive_property,True,48a31361b25e65978378b4c17c050ba30d3c14f8c945e26d5d335b435ed66e29,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/distributive_property.html,278,3.0,278.0,question_div,1375,True,True,True,True,False,False,True,0,146255,arithmetic,True,True
distributive_property_with_variables,True,c74dc5c0c649f67568810a357a8cdf726b31826d130c99fd213153e72f944797,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/distributive_property_with_variables.html,464,36.0,464.0,question_div,5024,True,True,False,False,False,True,True,0,5,algebra,True,True
dividing_complex_numbers,True,eb961c8d13311430986b8b322f16fdaeaea04c9060912c13b29b48a62f552bf0,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_complex_numbers.html,141,4.0,141.0,question_div,2780,True,True,False,False,False,False,True,0,1820,algebra,True,True
dividing_decimals,True,befb15c0ec82253bdefc8b8a8b1162e4de7c24130307d66b61c3718c0f71ba79,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_decimals.html,0,4.0,4.0,title_fallback,471,False,True,True,True,True,False,False,0,33969,arithmetic,True,False
dividing_decimals_0.5,True,b67cf37873ec140664865dc70f4cf816ce36c8a6e8e2cb342c58c3654137ddeb,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_decimals_0.5.html,11,4.0,11.0,question_div,357,False,True,True,True,False,False,True,0,114759,arithmetic,True,True
dividing_decimals_1,True,91b2b8c67c8cd5156467104c770b64fc2d3af7c5fda67fe0e3f841e65198625e,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_decimals_1.html,0,6.0,6.0,title_fallback,409,False,True,True,True,True,False,False,0,56101,arithmetic,True,False
dividing_decimals_2,True,91b80f5d1ec965a6941a31ac10b3b944c33d2f6a2f6aae27de5bba1c1b9a38db,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_decimals_2.html,0,7.0,7.0,title_fallback,407,False,True,True,True,True,False,False,0,33177,arithmetic,True,False
dividing_decimals_int_to_int_0.5,False,,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_decimals_int_to_int_0.5.html,0,,,,0,False,False,False,False,,False,False,0,8,arithmetic,True,False
dividing_decimals_int_to_int_0.7,True,ae73311bdc8344ceeeb058da0c1e155077ea64d054d5960b6a05f8b6dcf8cac4,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_decimals_int_to_int_0.7.html,93,16.0,93.0,question_div,3811,True,True,True,True,False,False,True,0,7,arithmetic,True,True
dividing_fractions,True,57039116dfb03fe7281f970573e0ff03a81447d3238dea56d1f20e1644648b3d,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_fractions.html,102,4.0,102.0,question_div,812,True,True,False,False,False,False,True,0,42467,arithmetic,True,True
dividing_fractions_0.5,True,83d5f888d1dfe1d43a423ccd3e671fa033d3edc4cfb5a951cd376f101c301094,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_fractions_0.5.html,60,8.0,60.0,question_div,549,True,True,False,False,False,False,True,0,54006,arithmetic,True,True
dividing_fractions_word_problems,True,3d6c2e2137e90ddddf6c70657cfe45f742d3a068443a8d294bb305870cbd3cb4,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_fractions_word_problems.html,51,6.0,51.0,question_div,7164,True,True,False,False,False,False,True,0,33629,arithmetic,True,True
dividing_polynomials,True,3c3a88baed09183c77a4393cce9f8c97fe293ea9a13387627272186693b27f65,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_polynomials.html,160,6.0,160.0,question_div,562,True,True,False,False,False,False,True,0,3563,algebra,True,True
dividing_polynomials_1,True,349c326fe30060040584ef40f97c047aba095bc942cdc2b4d0529bac82f1570c,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_polynomials_1.html,156,8.0,156.0,question_div,676,True,True,True,True,False,False,True,0,3427,algebra,True,True
dividing_polynomials_2,True,eb78984576c19eb84b5da2aa251d24ca620c67f8d7e9343727c700e706dbba95,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_polynomials_2.html,156,8.0,156.0,question_div,737,True,True,True,True,False,False,True,0,3207,algebra,True,True
dividing_polynomials_3,True,eb93ff18edf7d501549a9c9620d08ea28b1aa45dffb3650fa7d2e43d47ae1539,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_polynomials_3.html,156,8.0,156.0,question_div,654,True,True,True,True,False,False,True,0,1341,algebra,True,True
dividing_polynomials_4,True,73fd9564b2e25b74553e1e7cf7ea3c1bd9992d0eb66d1b8f1de4c3764b48dbb9,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_polynomials_4.html,156,8.0,156.0,question_div,656,True,True,True,True,False,False,True,0,1085,algebra,True,True
dividing_polynomials_5,True,f4f4b07e2d629412fa0a50626d09f0885be93867ae91ccc037eb4fc5a74befe1,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_polynomials_5.html,179,6.0,179.0,question_div,678,True,True,True,True,False,False,True,0,1456,algebra,True,True
dividing_polynomials_6,True,6ce0e2fe5e46fd4b046e6c1ba262b404f92d41775e240de6bcfb296d88f30480,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/dividing_polynomials_6.html,98,6.0,98.0,question_div,579,True,True,True,True,False,False,True,0,859,algebra,True,True
divisibility,True,39f1ddad8d1d6b71eb946476045b920c4fd4cf8d5c73fe37fd67f5c85337ddb1,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/divisibility.html,32,3.0,32.0,question_div,1036,True,True,False,False,False,True,True,0,94215,arithmetic,True,True
divisibility_0.5,True,5c17f782da95ea7fdadf08a9052bfb360f36b5f5ae5a6724e10f427f2a4fdc8b,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/divisibility_0.5.html,155,6.0,155.0,question_div,1496,True,True,False,False,False,True,True,0,154635,arithmetic,True,True
divisibility_intuition,True,b3af94274e8d1e7d72a3dc3b0a3215f908fc7cae379e5c57b595496eebacd9a1,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/divisibility_intuition.html,1963,6.0,1963.0,question_div,2730,True,True,True,True,False,False,True,0,229070,arithmetic,True,True
divisibility_tests,True,3c3ffef107151c2ebba24d64566b72ec146955f96108212887c951a3bdcef2a6,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/divisibility_tests.html,64,5.0,64.0,question_div,3046,True,True,False,False,False,True,True,0,174414,arithmetic,True,True
division_0.5,True,92261b7889bda3d5fc44d65524429f026492db2623f7ef1e0e32eb6c71a355f0,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/division_0.5.html,42,6.0,42.0,question_div,755,True,True,True,True,False,False,True,0,286250,arithmetic,True,True
division_0.9,True,93cdae1c611189285d633c1036cb769dc646b8227693d5953b12ecd84ac2fbf1,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/division_0.9.html,42,6.0,42.0,question_div,765,True,True,True,True,False,False,True,0,212380,arithmetic,True,True
division_1,True,6e2c1f9d1887ea074b4620955324e4d85eb4adf244b5952248c1a03cd220ab5e,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/division_1.html,42,4.0,42.0,question_div,736,True,True,True,True,False,False,True,0,200577,arithmetic,True,True
division_1.4,True,b06a89712b994c434a2c0c5107d66f570d02a598a8471f4a6e3be7aebf3521dc,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/division_1.4.html,0,6.0,6.0,title_fallback,502,False,True,True,True,True,False,False,0,139955,arithmetic,True,False
division_1.5,True,42a9ef0b36d974a5bfa91e564967b0cb95ca8c4cd4e1414bf09ec7715c772a2c,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/division_1.5.html,0,6.0,6.0,title_fallback,415,False,True,True,True,True,False,False,0,138822,arithmetic,True,False
division_2,True,1504e8deed89a4c4b129588e5b1b2beb03b0aad7b5c8925d39d197122f4ad573,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/division_2.html,0,4.0,4.0,title_fallback,217,False,True,True,True,True,False,False,0,97530,arithmetic,True,False
division_2.9,True,f0f7b257af2c0206f6ac1c7fefc67abb760e51a8bd5c4f65565097b6882095d1,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/division_2.9.html,93,6.0,93.0,question_div,436,True,True,True,True,False,False,True,0,84830,arithmetic,True,True
division_3,True,5d95a85229eed52208361de6f99de9d9b7fd7b8c557ef145efb3480c10ba5c4a,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/division_3.html,93,4.0,93.0,question_div,410,True,True,True,True,False,False,True,0,76534,arithmetic,True,True
division_4,True,00428bc426ac234857eaa52d8277f5a49633e3341879951d6d6369fa32bca7ba,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/division_4.html,0,4.0,4.0,title_fallback,221,False,True,True,True,True,False,False,0,45875,arithmetic,True,False
division_word_problems_1,True,9767dffa410129812c2752fa9dd737fff1a5bc968df3aa9491a3a7d2200943ad,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/division_word_problems_1.html,204,8.0,204.0,question_div,868,True,True,False,False,False,False,True,0,87539,arithmetic,True,True
division_word_problems_2,True,23cd879e22090c8cd688b10c718d7be18c14ae571404f305135e60aa01ef85a9,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/division_word_problems_2.html,210,9.0,210.0,question_div,1118,True,True,False,False,False,False,True,0,46534,arithmetic,True,True
domain_and_range_0.5,True,93433fbb1683ce481aca0fe6615739451ff374f9738b305fcaa948ed82d4c4e7,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/domain_and_range_0.5.html,401,13.0,401.0,question_div,2853,True,True,True,True,False,False,True,0,5572,algebra,True,True
domain_of_a_function,True,61a2026a5f70d3d9683ace224a9279fc511362625d6e428cc2ffc8afad2fb2f0,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/domain_of_a_function.html,184,6.0,184.0,question_div,5858,True,True,False,False,False,True,True,0,2380,algebra,True,True
draw_a_pie_chart,True,31cbd7d28ab316fe613b47a84693e9ed760237744999cbb7a4ea8a19844717ec,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/draw_a_pie_chart.html,66,38.0,66.0,question_div,28958,True,True,True,True,False,False,True,0,4349,probability-statistics,True,True
empirical_rule,True,1d1870d693a18af14f1258965442f415e6053baed2f7ee759868e4f6eb887b7d,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/empirical_rule.html,59,14.0,59.0,question_div,12577,True,True,True,True,False,False,True,0,1388,probability-statistics,True,True
equation_of_a_circle_1,True,d44a78e010a46a8430194a72239f087eb976d08536a81fbc8381c0a8d68e4123,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/equation_of_a_circle_1.html,71,6.0,71.0,question_div,420,False,True,False,False,False,False,True,0,2127,algebra,True,True
equation_of_a_circle_2,True,798bba417be315a1a53ff621e7c0d29d4e2aa870acd443a5fd5503ec07bbe5a3,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/equation_of_a_circle_2.html,156,6.0,156.0,question_div,688,False,True,False,False,False,False,True,0,2445,algebra,True,True
equation_of_a_hyperbola,True,acb21e023f52bcf48e509d0761a6c291699e1b48cf564a20201b00d17c765882,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/equation_of_a_hyperbola.html,92,7.0,92.0,question_div,1294,True,True,False,False,False,False,True,0,288,algebra,True,True
equation_of_a_line,True,8fc290115e658e347f9bf7dee7207d74c3d24828405de7af6397b7a0db2cd8c5,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/equation_of_a_line.html,0,18.0,18.0,title_fallback,18,False,False,True,True,False,False,True,0,903,algebra,True,True
equation_of_an_ellipse,True,c5205218a644f996e1f4b5a195d581f375e157edeec913ebf10cc9413692ccae,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/equation_of_an_ellipse.html,112,6.0,112.0,question_div,905,True,True,False,False,False,False,True,0,631,algebra,True,True
equivalent_fractions,True,4a407836a01794b8f56a5df0673174d1fb16e2222a3abe14c9ebc2a02f73e696,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/equivalent_fractions.html,73,4.0,73.0,question_div,1554,True,True,True,True,False,False,True,0,73694,arithmetic,True,True
equivalent_fractions_2,True,320c82b141de377803469a9e865a17ec1e33e927ba0f8940b570e31012aeae5e,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/equivalent_fractions_2.html,68,6.0,68.0,question_div,1371,True,True,False,False,False,False,True,0,51064,arithmetic,True,True
equivalent_fractions_conversion,True,f318f12784d5b538b498f208717ad41961df60e7092c990f8fa3c47781c7e2a1,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/equivalent_fractions_conversion.html,63,11.0,63.0,question_div,604,True,True,False,False,False,False,True,0,7340,arithmetic,True,True
estimation_three-digit_add_sub,True,e68c326dd62c7489a8d089ed571cd00eb41c39a07212e767f66a45a28b1d20fc,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/estimation_three-digit_add_sub.html,56,20.0,56.0,question_div,1862,True,True,False,False,False,False,True,0,64564,arithmetic,True,True
estimation_with_decimals,True,f93b265604e6c7533713984a5ae574991332f994703d780371f1b6ed2f4e1c12,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/estimation_with_decimals.html,156,5.0,156.0,question_div,1045,True,True,False,False,False,False,True,0,36194,arithmetic,True,True
eval_expressions_w_two_var,True,b107270827a348b8bd3490c1620ebbcb00abb64073df33970d400d1fec006695,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/eval_expressions_w_two_var.html,37,7.0,37.0,question_div,1430,True,True,True,True,False,False,True,0,1255,algebra,True,True
evaluating_expressions_1,True,ed5a1247f627f364932bbc6a6ab8d4c9e60d9c0ff41c378be158df14f464061a,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/evaluating_expressions_1.html,27,7.0,27.0,question_div,264,True,True,False,False,False,False,True,0,66446,algebra,True,True
evaluating_expressions_2,True,dbf54fd70071ad225f186fd4f26d9b5519cac9cf46fefff9c26cd744aab44fa6,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/evaluating_expressions_2.html,141,7.0,141.0,question_div,752,True,True,False,False,False,False,True,0,12702,algebra,True,True
even_and_odd_functions,True,a276e35529ff3fa136b22a7e8a5c2c021e7d624c86c4e0cb8309a1762cbd1928,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/even_and_odd_functions.html,38,7.0,38.0,question_div,2059,True,True,True,True,False,True,True,0,5735,algebra,True,True
exploring_angle_pairs_1,True,95b5eb166068e752eb27d065946760d23a0d9425fd958355718f2503574d8ec1,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/exploring_angle_pairs_1.html,40,12.0,40.0,question_div,3133,True,True,True,True,False,False,True,0,11553,analytic-geometry,True,True
exploring_mean_and_median,True,1fcc9abaabe05632dec1155dc6e533cd38548a2c4f59d8b62953aa0da4e41365,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/exploring_mean_and_median.html,1484,7.0,1484.0,question_div,2454,True,True,True,True,False,False,True,0,24936,probability-statistics,True,True
exploring_standard_deviation_1,True,1b74a4df06da6b52a6998272ce967b8f9396ffa16ca04c4486ac95811955bfba,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/exploring_standard_deviation_1.html,2005,7.0,2005.0,question_div,2519,True,True,True,True,False,False,True,0,1013,probability-statistics,True,True
exponent_rules,True,3129e988f9168588e901bc79220725aa4480e14a08e24c567f42e70ca14de340,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/exponent_rules.html,257,5.0,257.0,question_div,1436,True,True,False,False,False,False,True,0,24504,algebra,True,True
exponents_1,True,fbb14512c8485c0728c97a2fa0a930bd57e7018ec4c19d7c31056efeed38c76e,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/exponents_1.html,98,3.0,98.0,question_div,1169,True,True,False,False,False,False,True,0,137365,algebra,True,True
exponents_2,True,b6c905384f1717562bbd06f7419b406127fd5bddb0ad6f2e033c1f975e51d439,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/exponents_2.html,119,3.0,119.0,question_div,514,True,True,False,False,False,False,True,0,46847,algebra,True,True
exponents_3,True,a67ef28acc2c6db9294a1a71cba08b0c3254173d272eb592a807a70512cbf485,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/exponents_3.html,612,3.0,612.0,question_div,1042,True,True,False,False,False,False,True,0,22008,algebra,True,True
exponents_4,True,8c3a91a11babdeafc37be2b020bf850e797c888270224ae8d96f2d694b86221d,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/exponents_4.html,1031,4.0,1031.0,question_div,2034,True,True,False,False,False,False,True,0,10365,algebra,True,True
expressing_ratios_as_fractions,True,26f9bde289ee2846b8ff95a7dedf4d4d66a169edda789b30fe12493f4db2ffe4,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/expressing_ratios_as_fractions.html,107,7.0,107.0,question_div,431,True,True,False,False,False,False,True,0,97473,arithmetic,True,True
expressions_with_unknown_variables,True,c8b1f2c8883b112264b07b10baafed3f66fb902882cb66506c8b1bf0f1a7c742,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/expressions_with_unknown_variables.html,133,7.0,133.0,question_div,1616,True,True,False,False,False,False,True,0,4812,algebra,True,True
expressions_with_unknown_variables_2,True,326b7bac32a78c15ec21a7a6d0e5b9973b04067ad47225848f9acccd3a717429,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/expressions_with_unknown_variables_2.html,133,9.0,133.0,question_div,1636,True,True,False,False,False,False,True,0,2312,algebra,True,True
factor_word_problems,True,0e8362fdc666fdb7c3f23ed37ef7096349a150b62f6603cfa0573312e8fafce2,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/factor_word_problems.html,47,5.0,47.0,question_div,3824,True,True,False,False,False,False,True,0,1614,arithmetic,True,True
factoring_difference_of_squares_1,True,4fb4678b2d6494e02efb5a1ac3f2f588713ac58e9c199acc6d4e75934821dc26,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/factoring_difference_of_squares_1.html,24,13.0,24.0,question_div,689,True,True,False,False,False,False,True,0,11847,algebra,True,True
factoring_difference_of_squares_2,True,909e384773dea195d4ceef877d573febdb651f8467e713f5fd23b95efeb6ff21,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/factoring_difference_of_squares_2.html,31,13.0,31.0,question_div,745,True,True,False,False,False,False,True,0,8110,algebra,True,True
factoring_difference_of_squares_3,True,ac2d723a42ceaa2b88386793fcd14b4740e3c8c342c6b06713b32cfc474931fe,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/factoring_difference_of_squares_3.html,39,18.0,39.0,question_div,1891,True,True,False,False,False,False,True,0,6471,algebra,True,True
factoring_polynomials_1,True,a964e58cd0b7f616231cc59f942d15f3f06f4715fdf37630a1bf821196a62e83,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/factoring_polynomials_1.html,184,20.0,184.0,question_div,1649,True,True,False,False,False,False,True,0,21191,algebra,True,True
factoring_polynomials_2,True,4d666a0f0e8941779fadc48619eb1e612577ac49e86984dc6348876443c50c8e,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/factoring_polynomials_2.html,16,21.0,16.0,question_div,2559,True,True,False,False,False,False,True,0,8852,algebra,True,True
factoring_polynomials_by_grouping_1,True,d221ce2b4121cb42516679d75cbd4ee56b99a23389b40c243c1a49fcb2161f88,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/factoring_polynomials_by_grouping_1.html,180,21.0,180.0,question_div,2008,True,True,True,True,False,False,True,0,4008,algebra,True,True
factoring_polynomials_with_two_variables,True,cc1d7845959cf13bddc63dbc3aef60965ee30658153495c6d926ed57e4aa5e54,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/factoring_polynomials_with_two_variables.html,16,13.0,16.0,question_div,1884,True,True,False,False,False,False,True,0,2416,algebra,True,True
factorization_by_add_sub_square,True,7b58de6812a8ea0ba498a2242861d6176d79149513ad4d3f1e4538ecf5c76c11,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/factorization_by_add_sub_square.html,57,18.0,57.0,question_div,1605,True,True,False,False,False,False,True,0,2016,algebra,True,True
factorization_quadratic_polynomial,False,,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/factorization_quadratic_polynomial.html,0,,,,0,False,False,False,False,,False,False,0,5861,algebra,True,False
finding_axis_of_symmetry,True,bbeb38840a07fa1af3f69139cc7a502dab04825632e591bf10f1d52907d8f2a5,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/finding_axis_of_symmetry.html,125,5.0,125.0,question_div,14420,True,True,True,True,False,False,True,0,98982,geometry,True,True
four_operations_and_decimal_fraction,True,1569c10c0451dafd8e42e5c5e68931f30a33a31000ae3b6b50546f43c512a825,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/four_operations_and_decimal_fraction.html,115,10.0,115.0,question_div,3058,True,True,False,False,False,False,True,0,29,arithmetic,True,True
fraction_integer,True,eae8e47b6406902d415ca67dcce1d8ee5194fc76eb5a9a3bb698290d17e60e8c,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/fraction_integer.html,82,6.0,82.0,question_div,2434,True,True,True,True,False,False,True,0,4484,arithmetic,True,True
fraction_of_one_step_to_unknow_formula,True,49e8005cc485d2753c529144f46e65f239c0403a7b772a72b50c4a6ec08c6979,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/fraction_of_one_step_to_unknow_formula.html,32,31.0,32.0,question_div,1730,True,True,False,False,False,False,True,0,2121,arithmetic,True,True
fraction_word_problems_1,True,93a17b8f10839dfef8d2f31237d5f082723d91b91f90e99a97c38fbcd19d3f54,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/fraction_word_problems_1.html,318,6.0,318.0,question_div,2398,True,True,True,True,False,False,True,0,35980,arithmetic,True,True
fractional_division_life_problem,True,2fcf775d323345a8120aadf86424bb732f13a6fa7845a89254e528cd7af1cabe,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/fractional_division_life_problem.html,84,15.0,84.0,question_div,4613,True,True,False,False,False,False,True,0,3755,arithmetic,True,True
fractions_cut_and_copy_1,True,6fd4a0534e35bafd10835cf12ac35b4729e162d12852407195b3a3a691539245,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/fractions_cut_and_copy_1.html,487,24.0,487.0,question_div,2683,True,True,True,True,False,False,True,0,7215,arithmetic,True,True
fractions_cut_and_copy_2,True,e725450e841cba94368289b04179952a78a4e60cf954c7191714ea3056e6ca2b,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/fractions_cut_and_copy_2.html,275,11.0,275.0,question_div,2639,True,True,True,True,False,False,True,0,3026,arithmetic,True,True
fractions_on_the_number_line_1,True,55ed5eba992007fcab54f6acd8225e5f4924275f4b9a0eab417694312b88e282,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/fractions_on_the_number_line_1.html,981,11.0,981.0,question_div,4638,True,True,True,True,False,False,True,0,66798,arithmetic,True,True
fractions_on_the_number_line_2,True,719532496adca5ffab9d21dc5f77db6475a358f9b7eaf5ab26859a1db5699ada,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/fractions_on_the_number_line_2.html,1004,11.0,1004.0,question_div,2668,True,True,True,True,False,False,True,0,21908,arithmetic,True,True
fractions_on_the_number_line_3,True,b6ca8b85e176594c6f1327ace7089d6e6b8d54adb280234755269cbe451f6b55,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/fractions_on_the_number_line_3.html,988,11.0,988.0,question_div,2628,True,True,True,True,False,False,True,0,14154,arithmetic,True,True
fractions_word_problem,True,272c47da1dceefab5733b036190c1af985cd991f2ad53c9473cc02b32ad0b42e,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/fractions_word_problem.html,63,7.0,63.0,question_div,1211,True,True,False,False,False,False,True,0,3057,arithmetic,True,True
functions_1,True,1cfccb12ec55c0c180b6336952a95e01a8d5f182d321a98b2896225d3250b811,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/functions_1.html,248,4.0,248.0,question_div,1365,True,True,True,True,False,False,True,0,33333,algebra,True,True
functions_2,True,1351e5f130937d031d500016bb356f0a797f7f44087a1a3f395781be0b096c56,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/functions_2.html,145,4.0,145.0,question_div,2365,True,True,True,True,False,False,True,0,19877,algebra,True,True
functions_3,True,6138298a54c3b80a7ebea55a0d4dbb07eccc23426c632fb69ac8d1d3546309e8,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/functions_3.html,66,4.0,66.0,question_div,1401,False,True,False,False,False,False,True,0,4400,algebra,True,True
gcd_and_lcm_word_problems,True,46a9f9aebec2acb7566a4d4bcd3b1ce4f22df8079a5b4d0dfa6daae4b897567e,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/gcd_and_lcm_word_problems.html,52,14.0,52.0,question_div,1278,True,True,False,False,False,False,True,0,18047,arithmetic,True,True
gcd_of_life,True,439237c2c536e4bb2adb6735605ea20d15b424d78ba892f7fa026713a7b5596a,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/gcd_of_life.html,55,12.0,55.0,question_div,2165,True,True,False,False,False,False,True,0,25013,arithmetic,True,True
geometric_construction,True,8b8217b9e0c53f6d63df95bcabe655b1db200c4b7caa5df7caafe09d2ec5106c,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/geometric_construction.html,335,4.0,335.0,question_div,21688,True,True,True,True,False,False,True,0,1870,geometry,True,True
geometry_1,True,7223fcee74e69d18126dee2a8380f1c4a614fcc91392e112908a54b4fd52c215,https://raw.githubusercontent.com/junyiacademy/junyiexercise/master/exercises/geometry_1.html,0,10.0,10.0,title_fallback,10,False,False,False,False,False,False,True,0,24,geometry,True,True
