dataset,item_id_hash,source_content_hash,item_content_type,item_format,eligible_for_llm_scoring,llm_exclusion_primary_reason,llm_exclusion_secondary_flags,content_sufficiency_rule_version,has_image_dependency,has_dynamic_template,graphie_only_no_question_text
junyi,f669db97d589917d49847b121d99efad7f67247625569ed561d97c7a3b0f8985,db21f20588e878d656d3b5b614c7375a8317c74c062dccc84b308f8075351caa,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,6a31cbed59bf9dcb5d845a5c7bdfa783eff01752bfc560b375b447feb0b16c01,cbe318938500d177575791d126cf0cb8fc72cc419855ebd0e79740a9fcfac3ab,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,a682f7c973e0e9a48547664fa92b034f80a84f7d98e325ad537038fedb828fd6,444c16d636e63d3cad618d5d5ccd1f0cc7bbd1446ae0553b7d3192962f5a01b4,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,47db079ac03a9d22b63391f93fad69346af47a8bec5b9bea0315cf997355ec12,fa48ab7b6767ae27142d7db57c4bfbb8bc8c21bac9a97e87e4f2915c38588217,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,fd48ef7dd8e9bc698fe5ba97b594f03265bb64a8630e394d8200f04925439eda,645fc5e0d91e1c5ce6c6f1c773ba890d5cccfac061999083379f84c3c0d6b59d,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,ad8765c3f70a762f38c06d8eddd8746a9c2e2cbd92a53773fe53f2b962def9ef,1152280bb547ea05446e95fa4d1724721aecb5322713eb3e2555b4d18695508a,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,d1816f6c948ccb441f1bb0b7aed1526f8cd6e6ea50c903c2f66eb8eafd271c9b,b19ef2716b4fc160e8bd966baa16fda26ae01e02b738cf7e35e99224a1599447,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,c0dec48c5a489b0d019b51077a0f9409cacefbda810b7210d1125780c9e47319,240502579e9715eb2181d53b596b2620b76481f8e5fd83a6d27c4e1e247e2ed2,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,35976dd55b207e39ab98b03f36547e064134c2018b1acb950f6e0354cd2c0a38,5ce6f79d502fbd41a0c6a4e376d1fe7fcc4426527acce620b9086544af464238,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,e697e41fc6cee9c00182b565070d24a3bdd7458de678cf5abf26fb07acd4a6e6,799f2766c73fb456d27d38552a174776192b99da0f21b140e53f0431089223a8,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,a81d558c760d231248ad785d838e86f678b81dd9657aa4b8ddf50353f762f6eb,2cc429d65ab345a0117130c2f8e7f472e3a50286c6962df616da37c380308be6,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,15e919e9b4709f93cffcaa0764b7bd65aa37d17fbb98042670fb838b4f5c4b38,7fc3825174e0d3a4391330772804613c3cb5ca42e308f7a01369193f11aa88a6,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,e72f8a4d8b60a7926270edf34c3a0cb8e6731bfd65c6d4b011f4fd3f31ec436b,f729befa359d9d5b0d9a4475966551678058af7870e3793350fbed576dba780f,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,a479254974bfdf28ed79f24ad65e918bd1331ac8a68d0ce8214e76ccf6fa1de2,bf6cf1b818d3b2ed4f42cb6e798a7373553a107c914c22b2707fc37a969e237f,html_question_div,fill_in_or_graphie,False,EXCLUDE_TRUNCATED_CONTENT,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,b049da791ad0fdc7ba7f9e9f022ace05c13a4ce01eda51a4dc6beff3d5b7f8d7,037281e0151ae5a1a07776dcb390745445007ef647c1e4bb81f7bfa77e7d441a,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,a777cc9ee5ee645ddc0e070427050a601f80ae2ae2b8b2031923cc831dd94a77,4b39bb069b456438eb3061282d3ebf56a17a97a92b566257f17e6be0f4e1a118,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,50b1e1293c70c155d46acbd93964f8c82bc5054df746564a6414546320ebfb12,12b122d561d033f5aa47f2af88a3bb22d4b69a5ad199e221d46471c5ec78dd86,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,c0d5193e5d30df85cca7094b2a8dd6096116de32ce8effbac2c795c8fad06d8c,1ec6cbfe39d95055e6ddca07c594d5d667536c2f3826636ca5c5e327a9366594,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,938d51b968c5095848b0d033c816a51bc109b31408eb44bb9c4d9f9104533152,073771eb6422993ae3468ec00a5081f29d0312b76a25591fca47fc32bc417b7c,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,f043b0d66ef655e58daab4d8cbd5a20ddfada98e9951fadf524af6eb878aa3c8,aeb3a57dbdf5259c7ed26f3e3f0e5a7d97bf6ee83e712e8578a077b0740008c6,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,467e99eef4bbe5a52f7623f8e106b3bd30b16057c213c805cf297c072007cd06,aeb3a57dbdf5259c7ed26f3e3f0e5a7d97bf6ee83e712e8578a077b0740008c6,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,c65df768da6491bf5da97cd69167549dd5c06cd1b02a3622a58afa9d13d56467,aeb3a57dbdf5259c7ed26f3e3f0e5a7d97bf6ee83e712e8578a077b0740008c6,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,7d3bdbd6bddfd42414cd322186554c63a9769db30806bc994f3f3cd6a597590f,aeb3a57dbdf5259c7ed26f3e3f0e5a7d97bf6ee83e712e8578a077b0740008c6,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,8217c018971b0bd1ddb13f1614af79e007dad55ea47d8ea13dc979360b0557de,5d2c18e2795b1ac224d0a2f88016e9ca1e65292237c53429387eff372e6ad0e3,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,36d989e74219a1309f3fa64db65849832346ec3e6f4dd7b3914e97092bfcb366,6b03ac5ad9d737be73a17ab22c707b4eff7abd6cf202319f81827639c93de47a,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,c237a6c7f131c69c0204a8eaaac868d782dba3eb7032ff285bf1077afa008583,5381fa79cd4d17de909866011f244ee60bd8a6d3df361c21d5742c1dcdc37327,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,c2aa927f5b4fc436fe4271d23b92df5cad602111131023e0c062229fea1f38c9,45918be1f6a7487877abd316d265aec17dc041fa054d4c49f43503b745232aee,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,11ea3c9594dc58e5d28c4601e5c907d2262ce12625870322f714159e17e3af05,9e8e1bbb96f8efae44e80423ca249f1e2efa36303925acfbf27f858948859d40,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag|prompt_length_risk,content_sufficiency_v1,True,True,False
junyi,7add8c0b32544fcba7eb2ef842fdca655b18628577fbeae074c2cf13d799e67c,d7c6df00f37b6b3a4cc8fbf40b868ea091cbc6893cc6a1c3ae27e4f85685882e,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,3692d2692a2f58b0b42ea56acd0cb2ca00ca880d000431bc7d69457b69e7e950,0a40e18c3e65e8e8eb9983b73f9850c9d9fd6e424b0e28f6c1e1a9a201d28316,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,faf6a4edac71c58c7d32d8fdc03c1ced4d847afb78ed014ae52725fb3e252aed,0a40e18c3e65e8e8eb9983b73f9850c9d9fd6e424b0e28f6c1e1a9a201d28316,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,09c1b5b920add476412c4dafcfb8aa1b608a75825022185f126af193f3c5538f,d08c68456932c9f1c7557368f94e234f0e69bffcb9f305623f3693ad244d70d9,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,9fd1ddf04ed40a7ad6bfc9ccec24ec960d080a1c0ad1c89cb5b8387736d029ca,c7fdfe6920efab4c975adebb01b2a0d50651b2c6719b69069e95310e57b3c0c4,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,c062dfc20636b01b3dba46ae44c6cb6516bf47b15bd95789f5cf792d81c4c416,c7fdfe6920efab4c975adebb01b2a0d50651b2c6719b69069e95310e57b3c0c4,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,f68e9197a032598b8fc91c55a447e2fbd874677820f3cd61db342d6b459b9984,7d1a6c762b1cfa1d815ca1546d1fb5130e2a1e723671d9a152addc3edf0df4aa,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,a4583213b549c96518b1ffb9180780c83f3915aeee8ab788b11be990a5019eaf,fdf27344348802e3c6d99f611758874327cca33f9e88f7a1a9eaed16706a8571,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,84ad379ae7716f2a327e41852c90de2d406026806ebab5c2825511514778d324,bc7b3705e0e2a6e8148ba150597b4c7526a8d0e99d52c68bf9ec4d8fde6229eb,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,bfd5041c414623235920da44d6ddeae74d23948ec8d44c4d025d32d50e4f494f,ee9d7239a73abeb7530ba8bf3c1004b9168c96b52782ee7ddf7abf38075ff887,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,dce041c699279089e83342b8cb9d7263f137366cba4e3aaa35bda5effc5f60f2,9c2003aa92ff18e5d9ac7a78b9b2c0c4c4a502917216385dd7b3683a0e33002f,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,3027b17f3241d39273d468bddfa7803031de504556f4560c9ef582e73a08472d,e5bfb61ae17a91d8c50110410dc92c73aa14366e3b818d6454f92e5fbd8cc03d,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,e74336b715171f87f205c67b1d5f08395c587ced2454a43c32e8c558f35cc1a0,ea4dd1c57460edf413af06b6b2882a2ee73ae978e8fac75ba21419b737de9eb5,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,90bc211693301a401ff0aef301fad156007a77567ff623ebf0e3c69f380b60fe,af3d8e91f183cda5fe6427ea7a538240ae45a2d24b1db625eb3f515c2f0f359c,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,24b791d72405eeecd6170f2e0cf6fbe836ec7d05f70b4f29637134219efb9193,2aeeb9d622e2b5034b428396fd7c30fbcb62cf934d87e3a74f11290abfd89ccf,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,6442bff6b6f311c83d191d11218250b4f713ee8eb38d86eabb8ebf5c13fd4002,58aef85f4e6b7eed8e3eb0f0e99cda7410ec3951ccb8cd36b1df593fa042e940,html_title_fallback,fill_in_or_graphie,False,EXCLUDE_TITLE_ONLY,image_dependency_flag,content_sufficiency_v1,True,False,False
junyi,6f49bb12c7fa23ae5beac88aa0b3503cd248262b58a4868dde2b0a6de55b6943,ec512378773ac7ec8277b4de3f2c634305a02a19fd21bdce249497f3632293df,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,c45c576f8ed4c034e32366a9f29311ed88c33bec96a261fee80afbe172eee668,4115316ab964383ce5fb6a851885ca85dbece0be0a30bc27e3c3b0fbf7d74aa4,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,e5001b7efb5f835bb4cef4747cffca508a05169e6edf2a228aaf954ae6dc90ff,7eefdd9af5b87ba9bd04331139194b61ebb17d123c31ba66553fc5a522199ce1,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,9f5ac37e93344888f31695df105d48e815935adf7a2a3b67c98af13e9f902738,961632908a10edbadaec9945327e6c31c24989110fbb13c693be17b905952e2b,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,6cf873c801b05ffc947a15cd860446fe10fbeb8012fffbfe9eef28658ae07c28,126289feeeacfcb42c376d16f79fcac6f58dad7e687b350aebca6fe22eb58ab2,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,12c510063e1e26cab6ee308ca01b2b0bf46d16ae4ac40317440051414945d50f,bddd7e82f44d35ea35706c701aea6f351efafd8c13736283748f01b8a3d2ed73,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,2f12fe36fb7fe9587098efe847ae2a786be9f4ea36f8ad87b479e7995bd35b71,6ac22ec3496be6642c8ba47a8073b21eb229ebe855a05d400285e55c29f7aca6,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,09c681165b1b06e90723ff7c21effc17df9796921a3839bb7ee6e75fbda160b6,c0a003f231fb1efe8d4ad04e5c0a9a54a58b151a7bc9576c11b89c1b44ab4bf8,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,0c60d96da740ca395db17fc6bc68b1f74f5a7084dcb0557d6999dbc4bfdc5509,d101918442e2c55bb1a35d04ab5569014c20b1def3ce72131a9b06cd7249d5b8,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,d41008ecdc58aa2f761c4e842617764c0ebb5dbb7d90fa071b6a0b95902170d7,dcf6d15a545b09f008ff250d2f1acb3152421ed6ecd0d3b7758ce1c46d1950a7,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,f3670cb3c8ca89faf06ddd35d2f7890016296951a6fcd58fc1697146763e2ef5,b06284bb07d29ac4efa024f63287e3d8eeb590ddd94ac31f3ae4d57522ea2c7a,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,0a3dda766a66ee5fef205ea3084baa139e06ce63a4c01aecc21505946770e594,39585e85dbcae801ebb4329bc6d76247720f1ad4d491b29f6ce21ae66cfab4e9,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag|prompt_length_risk,content_sufficiency_v1,True,True,False
junyi,09b85a229e74400ca9448556a744880117f12f8148a45512af4ac32f4cdab153,36ca051bbe0350a68daac3f11d530b5c8e3682d7ad293cabdbb97a0adf959cbf,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag|prompt_length_risk,content_sufficiency_v1,True,True,False
junyi,6bbb0bbfd5332070b67a41285cd1ce818da490e326679bb04441bf889ca5d01d,8851787a9926dc070abf00daa77250c7ef73ea79720ecaef835bb7154c907434,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,7de299f2b7a40323ea1c5fdc02ec924abb600e89e1e31d4c8f1219aa369e8aa0,c7b4dd12a6d4730f69bcb80a2320c83569f1a6bca0eac82e50d75721dc1abf63,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,ece79205de29c07678065676c85a59880a875a16176e86cb3ae0d4d62fa6f305,392674f77e85329cbd11383bc8f2fe2a29d45d661b9014c9ce2d1068a3c5d31d,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,ad8df3d80c38cd3ca4f240a0b861f29b9445ffcff60ecbdba8d0e67752156206,b4d741d26a0ae522a3ec2097b99d61679d97b24de6b2174c5b02e5ba0cd5a014,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,53e7ee383e0678f3b6bf26341a4f3836082fbde00e8f9b46fbe6146856de1381,a2c50a3b528f80d3240c6c5771a566ef78ae2aec32a4b576bb562a5f7a723156,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,0e61254251ffe3e347dde0ab41797aaa10c3509b746d4867fec5c6424210fdfb,3829c1293dbcaee5623bc13197dcd3f298708dc06260f5715e4f8ae988897bd4,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,7ce7bb8faab1e2e2e21b92fcf443d40ceeae6f3738ce06b539ea4429cb5fda70,8688c3fd5117feea8f31f50a5ab05d93b860b750c41af8d01bdf9c6b4edfd71f,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,ccd45bffafa5e8eca9489fdfb56582ffd5fe4e53c76559f6e6fa308640f8d1b3,8688c3fd5117feea8f31f50a5ab05d93b860b750c41af8d01bdf9c6b4edfd71f,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,037c01718365adcfd20d8ec25df91f37608b8400090a06408854cc3f2d44ad12,4fadbe67c9f8e474726adb30edcab897151477e591bfcfe34261b446cd916475,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,4d056fa4fc41aa31ef0a98003a0ec6f1325fb2e49583a200bb19c9f3f1e91399,ce363b69ca13d427d0d4b589a7580ed70c066e5bc1f5d39609346bd1e9ac5f2a,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,b4359d172764e9b4146e42312690df55900dcc943eb663611aebc474324addd0,e9f8458c6413fee4089116975d5f35192e779c41ec3f6fe88c6409ca2f776776,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,1b31f59b80c8a6867d3123151a4b96422cc0e73b4ac05d1bc0c37177159e97ea,8c4030fd5e326d54494764580ca0a638c4d8d5756dfcb6f5619bc5136e763f1c,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,87a0f04d67f3bf903f97bea6b86fb9728b6efc7929957b6672abaac0ca000aa5,d6144942b57e807e68e2d2cf9ac7a0f80db3e48ff2571e3ce467a7c8cb763e0c,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,9de54c070614dee3a87c19cc47ebc8d218a822378abc2dfda0f67fb63612b194,7792b5320208c29d9f3b07d93b234a93edb8a2d2f30cd87f661ec20c929949c6,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,f02a750ce9e01217761ec4673f279b13766bf274cbf899e96e739afd8e7484be,ceed4da85de07ef5d9cd5c8081c3c2a8c07836e6183ec831195b314a47b74596,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,3c9e8464ce5aa66c9362a29f016b7a5f8f307cff14ecfa50ba1f70c2a7132c4d,7792b5320208c29d9f3b07d93b234a93edb8a2d2f30cd87f661ec20c929949c6,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,4fa9a34bd5ba60a39ddd61c5f9993f04a5387080821a33cf4686f96f6b1761cb,880b3bb98c8148cf7b728ff850ce0a3f8fa2d7f1cefc7357264a875d04238ce1,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,7b577fe460d27a07498d773edb70d998e7689b8d120afdaefe2a1a89b5e16e5c,430271e79fd0dabb3a855cb085de3799eccea87ed1aa8dc630af18cc655801e7,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,b4117f91b1f79c5279a43edfd6ffe537b98f9a107364092d3cc6384914498a88,c8884cf481bb9fa6f15c4ee45d692ab1894d91b63cae94553d210e0845e430a8,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,705d5891632e8293cb9716fc3d6e6934479b8e93d2cf588cdfdfd59f0e4a00ec,b1e3e80db690d2446a928a57305866a9e3aecd23c9ad3efdcac29f55a8875f20,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,009e148a9f47b2742719383ef9a0748cc4ed7790e3938fe0d01087e2c5b20086,fc202b30ffc01d81018bdd164f2a5ba1041b39ab5fc927c1651eb2a09398ff31,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,2d5119f5b14fa9fc801b012b6afa96e74e7f9eec60e776cbcf4f571b91bd0c00,5d611e7b1d1a2f3c8b86e8127743100c208cbf78f4541f190e9172e246681cbe,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,853baf34dc737b34dbed76ba2ce614cb6cfeaf7c860f3d27729ec8dbef42fba5,e447808bd95f66aae5680dcb827895b00919fd65d4e1690bf014224f987919c2,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,fda509be9ac26a648c689f2edae31a47ec7288d64b5108efb2f9e9264418a59e,bf17c2bff287717e42d0b1ebc73feeb03cbe9af0b5b78ab7cfe9fb32b53968b3,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,63b96f3161f7ee9eb839b48e53fcb3a1391315c38987c3a94750d6f62853dacc,3dafe62877db139ea159062ae893f661f58283c6d295486a4fda72b1e1258039,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,6288bd0e0fd01f10cd0c0f4e69d461c35ac7027ec18768513dc13552d4f5d4b0,394131fa0cba2678c93d5b46aa79d1c217393907d323b94b8ff546780c9f36a6,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,8c6cf3c75f63ed9fcb4d7c260df2fde9f704e859afdc1c315e127e8c2cd58a81,02c0a917ba7ad1b40e3db37dcc8b2010065bb6278896c37d748b05c4bd9883c0,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,91a74886c458b01863397027c2cd4449dfa94e2a26f921fcf5edb4b8d8826b95,9e3d57c2508e8bdd54536fb2b346ffe3a805cc799fee39a2319998e44e6464ec,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,4071ca6d02e8379476bb6851996cb33bf9be28cb5aa8b5c9b3fa8d1702566333,e7d3c2f550c32b6708c897e2b1886cbaa2e08e9a08d2913316f4d9969855d0c2,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
