dataset,model,item_id_hash,scalar_difficulty,score_band,valid_visible_content,no_invented_outcomes,no_answer_leakage,no_unavailable_reconstruction,rationale_consistent,no_systematic_default,spot_check_pass
junyi,gpt-4o-mini,abd5b963813e33ee6783b40f4f009e2e1f02477fa28826a97ea8f1377f11c78e,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,394d56108177756ed44e1587013cbc23ba3d8269949592abdc1299e6771f069d,0.8,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,171a14ca07808b7943e237c9ab1f6290935579b1c248f364fa93cbf04c569c2e,0.8,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,95b75d8785e7833300e76825f3011ad291167e4ecda4782595680cac2060ffc1,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,082cdffee1d6449979ba96e8c9fe5fcee87605fc5d0047a3a234a7c5bdd6789f,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,6a31cbed59bf9dcb5d845a5c7bdfa783eff01752bfc560b375b447feb0b16c01,0.3,low,True,True,True,True,True,True,True
junyi,gpt-4o-mini,a3645adc81bb90a7f91a88838dca75d8211ac009fa9177c5f81336706a95ba25,0.8,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,516daea6f5616679e1abd13cf682b980dfd1f24ee5e97b688598a163f18bbb7d,0.8,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,41061dd725ee9be4c94855e94628575231564befedbc1869fcad51152bb2c74f,1.0,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,7c38a5c5bb8110b581f37eb3a8b718e12c1f328d9b13e1948eb628052d70187d,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,75ec33c7de5327bd47dcd7f73942da8d85f27459d35b590d90c1e30a780b6ea8,0.4,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,b0d15479b0d93da756c56c4e8dba3316904c863222a94190f302a1ca5e86d91d,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,5542009eed24620e73a13932ccab3a6797bc3e371cf915ab7a5ca74ccccc6582,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,6cf873c801b05ffc947a15cd860446fe10fbeb8012fffbfe9eef28658ae07c28,0.3,low,True,True,True,True,True,True,True
junyi,gpt-4o-mini,4306d4e338551c0e38956c633ba317d4bf23fefe533c2311c81fe5aeb820c1a0,0.8,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,1bfbed96a6c345d9a6404d6424e6efe35642efecc02624a09bca5c28a2bd1601,0.4,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,2e928c434d4eccf84977ac75e9390da24cc7f1e2963a01bd685253b3009786a3,0.4,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,26b5f2338b6a4bda34dcc3f342f3662a3aa212474530324616d5265fa9c23acd,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,87cfb4be6444a4f795bdc903b15ae0b1e4bba95be057fdb80ecce98fa3b33ebd,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,cc4a49736ff010ede073ab2fd0361785933742166fe786f3d7b48aea1f515015,0.8,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,6326ccde1b531a271ec7ee09fa00849214908182495ee4a8be20bd899718b6b8,0.8,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,09c681165b1b06e90723ff7c21effc17df9796921a3839bb7ee6e75fbda160b6,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,7780e869e175b01304dd43bbf0dbb845b2289ef228fd755b6da77a1970071b7e,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,32644c83e9e58a1be0fa7cd183914c8736a360dcb8cba7c3751c47e14c7f6bc7,0.4,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,caee16b17fda68de02ca25387843063dacd3ac23be510792e6c1c11ec904d1ff,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,261d70b12880c7cc5f272e2d9cbbfb31258fca111a4867fa139e25ee618fcdcd,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,e9280f2b8b71989c1c4955520424087e189002a0ae5432846fa5f637eb8f32fc,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,d1816f6c948ccb441f1bb0b7aed1526f8cd6e6ea50c903c2f66eb8eafd271c9b,0.4,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,c2aa927f5b4fc436fe4271d23b92df5cad602111131023e0c062229fea1f38c9,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,70b84a21baf768d69d629dbaf61a2ebfbbb74db2a9384d22af25f86e27c9b71f,0.3,low,True,True,True,True,True,True,True
junyi,gpt-4o-mini,a4583213b549c96518b1ffb9180780c83f3915aeee8ab788b11be990a5019eaf,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,b591ba89acc56a57e6b64e899303272a7bde7d22deaffa3caa9ac41417394b1d,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,92e2eac8aa9246106c73b78698ab758d53e58175e70901928c300f16c280bbf1,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,7ce7bb8faab1e2e2e21b92fcf443d40ceeae6f3738ce06b539ea4429cb5fda70,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,cd8dc3bbcf732c0b8c3803e0ccca1d480bfdcc6400e9cf810205169aaf4e98fd,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,76ccb6849dc3ebd876de7277f33b01591b269d77beba793d1adf4299b3bb3018,0.4,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,e46d6d1fa7c114025cf610bfb29a714a18e647b104daeae3dda4b054472c25cd,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,ccd45bffafa5e8eca9489fdfb56582ffd5fe4e53c76559f6e6fa308640f8d1b3,0.8,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,b6c788d0fe23aa4f4bc8dd1322f3c9bfe9e57e575d05fe843c617e6244d3a2bc,0.3,low,True,True,True,True,True,True,True
junyi,gpt-4o-mini,02ae0e09624e1236f8bda3c09d87245d5748bb5f14f5813dc9a8623f399324d5,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,4ae2339a72e5f916c5b5b416ee4a736683cc9315df478ac9193d0d34333274f6,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,6987be06b5f4f2fc83b83920cb795557063074ee0921d3911221900ac3dcb551,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,14c91eb3a9495cff97a0d7fc046fac047beebae34c5f922bf116641a04f139c8,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,736ce679b9527b0d84e49ad79d9ce0e02d565c80679676a5c3d5760cc2f66b94,0.8,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,d1c79ad762ce81be65453f584d7ea2ea16a88481c2ba246ec18ac49bfe12987a,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,354fcaee7114251f7b63dcd7580e952a69504ce0ddc732cdcadbc6c37498c878,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,9747c0f511c97e3a6dc8e983056f21636eb8e44ce3f45b25ad192b436961a7e4,0.8,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,19f9e52abb824dfaf50b8eed8b8e3fd36879115ddfb9dc7df2713808b59d7fe0,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,5019290b64f64cb9fb8886bb7dfca61519c80bb4b7a89891239b739e2addd7c1,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,47db079ac03a9d22b63391f93fad69346af47a8bec5b9bea0315cf997355ec12,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,38a34a57c337020865a5f68687af2ddd86f76de852bc8ae575ae6232e49ade6a,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,4b9ed637bdcc366a4b504e76bc5b89f872f2aaedea5505e3c80051684206dcda,0.3,low,True,True,True,True,True,True,True
junyi,gpt-4o-mini,b1e2c477fc2cf71cb8c657eeab3b011084944c99c06599a73ffa727087c3e6e6,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,aea5222e6d94978a97382d3393a70ba7137ced23b4100f5a657ac3ddbfc00d19,0.2,low,True,True,True,True,True,True,True
junyi,gpt-4o-mini,07557e1d08bad539aa260b0c726500e22eca3e980973c9a6ef449bbfbe834681,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,638e4970722e56d5d23088f350c7ba480126bf5e628b0afea69fa838cb5f934a,0.1,low,True,True,True,True,True,True,True
junyi,gpt-4o-mini,0ce8ed00b5b41920bcb4c757e1ef74dfe2e8ae7a3d7958eecfaed0d6c8e4fc53,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,53e7ee383e0678f3b6bf26341a4f3836082fbde00e8f9b46fbe6146856de1381,1.0,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,d893cf4e1e7e3ab6097406f54898f09cf059dff4bd2718929a34165958fc69f9,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,fd3131318d8df1f977b07293d86253b2599eef625fa8018dacb325ce43b18773,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,7e960fb6842253f9604967efe9966de45ef3304ffba26270226f27cf46d87aea,0.4,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,e72f8a4d8b60a7926270edf34c3a0cb8e6731bfd65c6d4b011f4fd3f31ec436b,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,2a1a1c9f0f666cf6a1d63ddcd1a2b8fd44fb27c6ec422b6c7f742dc0a618d09c,0.7,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,a87b892a14cb1e1937eacbddc1ab395b11ba1448bd499b669bfee3b3e2b93436,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,4a1bd671bcaf0e3889bda36e94795e398a36c563a4930b166c5f6d35654c6d40,0.8,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,ad8df3d80c38cd3ca4f240a0b861f29b9445ffcff60ecbdba8d0e67752156206,1.0,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,20f71d1a1b8b7f0179e3ad0365be54804efd10afe1f8af99e03b40f3385c2250,0.8,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,20cd5773591424c679258cc370db1cf50c484c95501392add37331122883759e,0.4,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,87764ef4cf93f16c78dd24934d84e379f0660e802032c9dd9093741bc3006996,0.4,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,62b2c46cfbcb270641d88e26766f08b4d916ac9595062319a8350fb0e5805a7d,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,eefa90ddbe0d376dc26c8be68de68eb2022f2d31f572ca9c0f9534f7e28c09b9,1.0,high,True,True,True,True,True,True,True
junyi,gpt-4o-mini,6906fdf005f208e4a76f1a56cf85e34df03250ec067eb91b8da3d3ed75b9b174,0.6,mid,True,True,True,True,True,True,True
junyi,gpt-4o-mini,370f44b7e38851f6b4a78229e30f1d8a8d923b7c7a0fde2eb9eee3712ca5d408,0.7,high,True,True,True,True,True,True,True
junyi,gpt-5.4,4f5def24ebb14878cc0cf2df61cd7901770e5a739dcd923c76d69824b1a36312,0.42,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,0195a73c8f53f8576b1cb6efa7721aebea3aad0d4c0ba69b9db28272d9a02229,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,efd218bd011182bd789bbbbdb9b67f864f4def9b0b0de8156250131ed2eaf6ec,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,552178242e404ad03263af62c55742ad2470653482f3f8155edb0e9aec3764e0,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,938d51b968c5095848b0d033c816a51bc109b31408eb44bb9c4d9f9104533152,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,37c167957663405a7d4c1adcd6003f79d172e8dc8784670a69649610a324c107,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,a15bf45fda79ac7a026886cc0168393e99fdadc1f3de48dcdafe6b0b809a1c05,0.42,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,170a12b2043f4fab81fc6937e7332d013d691bd0d69b9e821a37ef8479e58dbd,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,a32444bdc47ea1c7e71e3cd2424c05363616f94043ebf2695c1cf50baa5c39b5,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,c734b5af3ef52920c203d6146b669dc165d94a14413e5c4a2e5152dec2f1b52c,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,0e61254251ffe3e347dde0ab41797aaa10c3509b746d4867fec5c6424210fdfb,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,b1608564ae6e66db02be86463cdddf29f209e80175cab577b971c2634fe5f942,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,ece79205de29c07678065676c85a59880a875a16176e86cb3ae0d4d62fa6f305,0.9,high,True,True,True,True,True,True,True
junyi,gpt-5.4,28a8595de182e5e6c3dad15db349404523092fd17179e7a698310da0daf8d1c0,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,9ff5e068cc6ff789401cdf678f6e733b4affb902c0c3982a7bff114f085e5b00,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,415854dd2bf159a1b744d3b86a5c42b8dfc13ef2f8d7587e4f0d5842483e965e,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,3d52302ad68974307dac71d13b153c6dc71e3a0f8055e344f596d56bf22a1828,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,34451d91b7d33921e3897ef758baccb9e8c92549de7406f3f00f2c8fdd7bb932,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,fbced80373b7bb2efb31f861df342a8cc2acf88d60b7736b5bc1de64940b7b7e,0.9,high,True,True,True,True,True,True,True
junyi,gpt-5.4,bfd5041c414623235920da44d6ddeae74d23948ec8d44c4d025d32d50e4f494f,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,cb2ff1579a429009950a5173e7417fb408dc4b5c534404906af43df199b20767,0.05,low,True,True,True,True,True,True,True
junyi,gpt-5.4,7add8c0b32544fcba7eb2ef842fdca655b18628577fbeae074c2cf13d799e67c,0.08,low,True,True,True,True,True,True,True
junyi,gpt-5.4,1f614b76aaa7ae4ff20233f8de2a3a41b19baaedc4c0970b413379954de27d1a,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,037c01718365adcfd20d8ec25df91f37608b8400090a06408854cc3f2d44ad12,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,ec3d545f4628fee899ebcd63f20e6c5bf910ac7e6a3deadd3bdcefce8ba20b0f,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,ddbb5b408b19ef2967ccd624bde08a9f717a58a4e98b2b4dbac16623e9967f25,0.9,high,True,True,True,True,True,True,True
junyi,gpt-5.4,328e41b618ed1026805a273cb41671c5024b3eb23d602acbab1110c908c1149f,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,a5f33c7f0c8f42e5286b63097b2082ba5e6d2e9da11e5d4b194f7ddce959f658,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,87a0f04d67f3bf903f97bea6b86fb9728b6efc7929957b6672abaac0ca000aa5,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,ca5a14e18a69775cede2b1e33cc72e79a92e212548b1537bf21349eb27fafe90,0.82,high,True,True,True,True,True,True,True
junyi,gpt-5.4,29a46a0d0a224f54a02b223d698c6de7708309fe9eb7cc50f0a741c3584d6ef3,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,026ab88863cc769495504a6a92f73162e162ad4cecbf63a6ee69bae507e30465,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,61c859365182ff68e46ac7efb1570afa4c4013247fbc572303433378cdfe8d86,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,8901a212961e26b49fbb44265f7c57d87000cd9b63276c682433385a7d7239b4,0.28,low,True,True,True,True,True,True,True
junyi,gpt-5.4,52f348270005d0d30593b715eca75a529f1613a796a12c8e142d074e6a3ea51a,0.05,low,True,True,True,True,True,True,True
junyi,gpt-5.4,2ecfc9389e1f91bf282392cda1e1638e2dc60430f4b5be351d939613bc1e99d2,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,99525e1cd823a93bb26e01c160af9672f2ac2979bba0a7af22ba618ed357f57c,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,d9d0028e89dd64de320860e422bd5fb0939716e5096b9532c06f683f2215ef97,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,176033fe3d935c13953dda631eacb7670a1e1bbdb945ad181028bc5b1269c1ae,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,6d3735f6775671017f9ac8874a0dd55badfe5f0d3931e8878855b2edb83edeaa,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,f25d011b09472a3da58a0cba451b8a4388ad2eb14e224d196e5c29fcc02b57dd,0.42,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,a46a1cdf053f41b1fc503b4657ae35113b2b1dfb5e5382518d5883cd2b217a9d,0.42,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,cd368384d6c17170258eb9113fb815dc61e89959e8285b964987fe08eed3c0e7,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,15e919e9b4709f93cffcaa0764b7bd65aa37d17fbb98042670fb838b4f5c4b38,0.86,high,True,True,True,True,True,True,True
junyi,gpt-5.4,d14a670931a84e938045327474b5c679ed6714a8a42c87fea6bf0817869c6ebc,0.42,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,5c9de70f3c8adb010eb2cb1a2a1c0d0d7a4abcc4c383566128f2ee06ade15f23,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,a3d480ea10cc0d7e8432b2ff15cbefae4a7e3b8ac8a657ae31fe6e728fb2c623,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,b4359d172764e9b4146e42312690df55900dcc943eb663611aebc474324addd0,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,e62d35dca0aefe4dd7bf191e618bcc642f6fb69de435af05898ea6af3aeb977e,0.86,high,True,True,True,True,True,True,True
junyi,gpt-5.4,4fe018d36533ddf5eb965dd5c71dd9e0946dd5f3384faa9c3980d884a20d5d48,0.93,high,True,True,True,True,True,True,True
junyi,gpt-5.4,fb387c415cd1a87779f462b94e1dc16590bf6886d43144a134339c0bacd057b9,0.9,high,True,True,True,True,True,True,True
junyi,gpt-5.4,73611fbdd033e28ec537c134e14906b1f8bd149df7ddb8a7c8eb4b7458084909,0.02,low,True,True,True,True,True,True,True
junyi,gpt-5.4,f8ec2095180435e247515e8744ce3d681b5416b2340646a21894bce4cf9d2c05,0.86,high,True,True,True,True,True,True,True
junyi,gpt-5.4,c0d5193e5d30df85cca7094b2a8dd6096116de32ce8effbac2c795c8fad06d8c,0.78,high,True,True,True,True,True,True,True
junyi,gpt-5.4,e5001b7efb5f835bb4cef4747cffca508a05169e6edf2a228aaf954ae6dc90ff,0.86,high,True,True,True,True,True,True,True
junyi,gpt-5.4,853baf34dc737b34dbed76ba2ce614cb6cfeaf7c860f3d27729ec8dbef42fba5,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,9e59ed7de4bb19b491c8d0d74f85768ed9b788fe2a037c5e41b81b11eb664345,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,00934e4492680247c5d4b3abadae7f473df31b935da54ea2685052381730b8de,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,4071ca6d02e8379476bb6851996cb33bf9be28cb5aa8b5c9b3fa8d1702566333,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,5444708d2b37698be198af7abcce63b4192efcb62da3ac136fe8c7bdd1416a74,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,f9e19c795f24a0399eee10ff075dcfaa8167b18602bd35a7184ce97a0437bb71,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,a777cc9ee5ee645ddc0e070427050a601f80ae2ae2b8b2031923cc831dd94a77,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,0ebe0b1b0a6325aed5b2183a08eb21d3b35c06fcfa31bacab579550fd0190c0d,0.08,low,True,True,True,True,True,True,True
junyi,gpt-5.4,12c510063e1e26cab6ee308ca01b2b0bf46d16ae4ac40317440051414945d50f,0.3,low,True,True,True,True,True,True,True
junyi,gpt-5.4,b4117f91b1f79c5279a43edfd6ffe537b98f9a107364092d3cc6384914498a88,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,1a8ec426d1060a8798939db5e4a9c1ace4ed3f1e059fb890ba579a3d856ac28b,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,bd1045bb1e1dafc884104902d57b1c2f8d5fb6d2faf4b619719f887bd852421b,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,a8122fbb9b15cb68445960d5f1cef04c322f6826e3f38ef31f25d5e68edab832,0.28,low,True,True,True,True,True,True,True
junyi,gpt-5.4,a724860cc3c5173cefc9264ada6a32781065fc9903f9946452eebb8754e06b00,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,9f5ac37e93344888f31695df105d48e815935adf7a2a3b67c98af13e9f902738,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,cd87db120613cec93274232e00ca5df0da10013402521092d021b1dee02258ed,0.86,high,True,True,True,True,True,True,True
junyi,gpt-5.4,9edde63f6c85929f017a6471bd153304dcc4257cb5046b389f2a7fa90c5251f3,0.99,high,True,True,True,True,True,True,True
junyi,gpt-5.4,6502fb716430c83a018328755826a1b7267147ed688deb246918390b48c490bd,0.78,high,True,True,True,True,True,True,True
junyi,gpt-5.4,f68e9197a032598b8fc91c55a447e2fbd874677820f3cd61db342d6b459b9984,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,4fa9a34bd5ba60a39ddd61c5f9993f04a5387080821a33cf4686f96f6b1761cb,0.08,low,True,True,True,True,True,True,True
junyi,gpt-5.4,4fc7dbffc6b0f7552ab9652a8b0018d1a1425f0c675b38f25f540269a5f26b0c,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,9c658d5a2f4f0610f8ea41af9615d2b2c6f10995ca781c8cda9bea3f2bc9ffc3,0.78,high,True,True,True,True,True,True,True
junyi,gpt-5.4,3b4c0635717663f920f32f296350c2718d3f7f77a88984019db6fb6df884c05e,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,305119a391240e5ca1fab31d4dcd3c8973a5b1f536cf7a9d91a4ced57c283340,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,195ff6b9f1ec7d0b7eacc3a3e50a0701c380208031fb818b1316a868f0e18de5,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,13f972a78df331a698bcddaee9ac37c47deb6206e9f449a914253e81c97279e1,0.08,low,True,True,True,True,True,True,True
junyi,gpt-5.4,68972f4a298649fa6afa1cd2242242ba8b395a8f6aa5da7e897810abe093c6b2,0.62,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,5b3174e164dbe4c1a10ed13c52123ebfbc360aef43fc342d078093dcbe3b6efb,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,d69409aacc84d004786c97931a40051cc2b4dc382e4116a1b9cb63afd747182f,0.78,high,True,True,True,True,True,True,True
junyi,gpt-5.4,ee1d52c8ef2315c4a690da057f61a9e37d544d253ca61788c0f356fbae546a10,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,0c630ce78a8842fa6554a0db8a00377916cfccc3c850f8172b5603f384f3b1e7,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,ae9ffb42e2532baaaded257e361f3116668235a513c053a430bc140046698269,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,552a64554d95a726e00e2db6308cfd962aa9b729d4a9cffe7bf1df316c8534fe,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,0392962d4fb8107db99dc692a61670defc22d0cc09f199ba0233dcfaeaf364c2,0.98,high,True,True,True,True,True,True,True
junyi,gpt-5.4,5ef584c115a5a566e4bbacff1724ad7576a07265e2ffdf2234572036a1accf05,0.9,high,True,True,True,True,True,True,True
junyi,gpt-5.4,0845dc8320f9598bc31aa5ceafb846efb6ef73349f4a21b6988fffb7e0ea3b88,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,c3dbd71e4ad39b3201c22aa75b4ce0a2f2e896c066bb5834bf79254475017134,0.78,high,True,True,True,True,True,True,True
junyi,gpt-5.4,719b3341715022757605a4c8f9f6fbcbec48061c32ee797ba01e25216fe55a40,0.78,high,True,True,True,True,True,True,True
junyi,gpt-5.4,6b0f2080eb06955c9f1a29165ba4c21543e4d938796ea0e3ed8966b622f8414f,0.02,low,True,True,True,True,True,True,True
junyi,gpt-5.4,aadfaab768162ed5eb6dab1300a56f796f7b376ca1fb44760cdc49193a5227c7,0.0,low,True,True,True,True,True,True,True
junyi,gpt-5.4,dd9f25bc7274ee57d3b91dccf7581fbac96761a8d58584f4754dd112c9998cb2,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,4d056fa4fc41aa31ef0a98003a0ec6f1325fb2e49583a200bb19c9f3f1e91399,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,1099c6b73e6954835e1e02eec0da2ae0c1ddb4191e3cc416d3e958c346d7e40b,0.08,low,True,True,True,True,True,True,True
junyi,gpt-5.4,ef0ec51ede95725a604601ebf93416a35f266cff38d5c7ca94140fb6449220f5,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,50b1e1293c70c155d46acbd93964f8c82bc5054df746564a6414546320ebfb12,0.15,low,True,True,True,True,True,True,True
junyi,gpt-5.4,c8e7f71e2263632462fb0fc5117f181f7480a306ed6850000bd0c233e8017f57,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,12ab671f49c504af589532f7ebdb1b171fe35e35fef558ecabb3d1f154a7fb2a,0.42,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,a19f7023197e58776b83d57a92926c52a661e42da6add2ae31f113b751143fc1,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,5edd6ef0bcede490f96f072ea8eaeafd0e9132ae7f463aca19f507a67ede5d48,0.32,low,True,True,True,True,True,True,True
junyi,gpt-5.4,a7e0ea73032c97625a0471478845c6b3abf5709aed84d771788e355eb8faba9b,0.18,low,True,True,True,True,True,True,True
junyi,gpt-5.4,1f1e8826dd650dd66cd3c25811c073f50f0ee2e34136b04aa483cce9e940c7d6,0.2,low,True,True,True,True,True,True,True
junyi,gpt-5.4,01ab6dee201738b80d02b339791ecbc54a8ec3292d264eab0fb266e44f492899,0.78,high,True,True,True,True,True,True,True
junyi,gpt-5.4,90f9da735b90075db10efecfe7f374d0b6c36fb2ffebe253599df665be23f23b,0.34,mid,True,True,True,True,True,True,True
junyi,gpt-5.4,cd3b4fdd4e7cfae573b470f9ca5dcfddc148fa90534dbdb763e9d3314c2ad814,0.1,low,True,True,True,True,True,True,True
junyi,gpt-5.4,009e148a9f47b2742719383ef9a0748cc4ed7790e3938fe0d01087e2c5b20086,0.9,high,True,True,True,True,True,True,True
